Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,219.0800018310547,219.75999450683594,217.83999633789062,219.66000366210938,205.0469512939453,3935700
2020-01-03,217.13999938964844,219.67999267578125,216.75,218.92999267578125,204.36549377441406,3423200
2020-01-06,216.49000549316406,220.0,216.39999389648438,219.9600067138672,205.32701110839844,5682800
2020-01-07,219.5,220.55999755859375,216.89999389648438,218.52000427246094,203.98281860351562,5685400
2020-01-08,218.8000030517578,222.97000122070312,218.6699981689453,221.7899932861328,207.03524780273438,4916200
2020-01-09,222.63999938964844,225.5500030517578,221.85000610351562,225.19000244140625,210.2090606689453,4843600
2020-01-10,224.75,225.49000549316406,223.02999877929688,224.22000122070312,209.30361938476562,4226600
2020-01-13,224.5,224.50999450683594,222.67999267578125,223.33999633789062,208.4821319580078,6060900
2020-01-14,222.47999572753906,224.9499969482422,222.30999755859375,222.80999755859375,207.98739624023438,3915100
2020-01-15,222.27999877929688,224.97999572753906,222.1300048828125,224.58999633789062,209.64901733398438,3444300
2020-01-16,225.92999267578125,228.86000061035156,225.39999389648438,228.82000732421875,213.59759521484375,5390800
2020-01-17,229.61000061035156,232.60000610351562,228.91000366210938,231.91000366210938,216.48202514648438,7979200
2020-01-21,231.52999877929688,233.66000366210938,231.05999755859375,232.9499969482422,217.45285034179688,4873500
2020-01-22,233.7899932861328,236.52999877929688,232.8800048828125,232.89999389648438,217.40618896484375,4030800
2020-01-23,232.1300048828125,234.82000732421875,230.63999938964844,233.64999389648438,218.1062774658203,4617900
2020-01-24,234.4600067138672,235.42999267578125,230.55999755859375,232.0,216.56607055664062,4467500
2020-01-27,228.1999969482422,232.47000122070312,228.1999969482422,231.19000244140625,215.80992126464844,3595600
2020-01-28,231.82000732421875,235.25,231.35000610351562,233.86000061035156,218.30230712890625,3621900
2020-01-29,234.89999389648438,235.8800048828125,233.39999389648438,234.02000427246094,218.45164489746094,2564000
2020-01-30,232.0,233.3000030517578,231.57000732421875,232.7899932861328,217.30348205566406,4685700
2020-01-31,232.9600067138672,233.22999572753906,227.88999938964844,228.10000610351562,212.92550659179688,5304700
2020-02-03,230.3000030517578,233.52999877929688,229.35000610351562,231.5399932861328,216.13662719726562,5100900
2020-02-04,234.02999877929688,236.36000061035156,234.02999877929688,235.0,219.36648559570312,3505100
